dataset	turn_id	response_type	base_model	tuning	user_experience	user_direction	user_response	not_generic	valid	related	informative	naive	savvy	reasons	informative	comment
treccast	cast-145-1-5	generated	alpaca-7b	treccast	none	none	How long would it take for this to happen?	1	1	1	1	0	0	0	1	
treccast	cast-145-1-5	generated	gpt-4	none	naive	implications	Would the disappearance of the reefs impact human activities and industries like fishing and tourism?	1	1	1	0	0	0	0	0	
treccast	cast-145-1-5	generated	gpt-4	none	naive	reasons	Why would marine biodiversity suffer huge losses if the reefs disappeared?	1	1	1	1	0	0	1	1	
treccast	cast-145-1-5	generated	gpt-4	none	none	none	What are some reasons that might lead to an increase in jellyfish population if the reefs disappear?	1	1	1	1	0	0	0	1	
treccast	cast-145-1-5	generated	gpt-4	none	none	none	What are some reasons that might lead to an increase in jellyfish population if the reefs disappear?	1	1	1	1	0	0	1	1	
treccast	cast-145-1-5	generated	gpt-4	none	none	none	What are some reasons that might lead to an increase in jellyfish population if the reefs disappear?	1	1	1	1	0	0	1	1	
treccast	cast-145-1-5	generated	gpt-4	none	savvy	implications	What are the potential hazards of very murky waters for sea species like dolphins?	1	1	1	1	0	0	0	1	
treccast	cast-145-1-5	generated	gpt-4	none	savvy	reasons	Would there be any potential methods for helping save the sea turtles, or is their fate tied directly to the corals?	1	1	1	1	0	0	0	1	
treccast	cast-145-1-5	generated	Llama-2-13b-hf	inquisitive	naive	implications	How would the murky waters affect the dolphins?	1	1	1	1	0	0	0	1	
treccast	cast-145-1-5	generated	Llama-2-13b-hf	inquisitive	naive	reasons	Why would the ocean bottom be taken over by seaweed?	1	1	1	1	0	0	1	1	
treccast	cast-145-1-5	generated	Llama-2-13b-hf	inquisitive	none	none	What are the unique species of fish in the ocean?	1	1	1	1	0	0	0	1	
treccast	cast-145-1-5	generated	Llama-2-13b-hf	inquisitive	savvy	implications	What would the ocean bottom look like?	1	1	1	1	0	0	0	1	
treccast	cast-145-1-5	generated	Llama-2-13b-hf	inquisitive	savvy	reasons	Why are the corals disappearing?	1	1	1	0	0	0	0	0	
treccast	cast-145-1-5	generated	Llama-2-13b-hf	none	naive	implications	What would happen to the remaining species if the reefs disappeared?	1	1	1	0	0	0	0	0	
treccast	cast-145-1-5	generated	Llama-2-13b-hf	none	naive	reasons	What would be the consequence of the disappearance of the reefs for the sea turtles?	1	1	1	0	0	0	0	0	
treccast	cast-145-1-5	generated	Llama-2-13b-hf	none	none	none	What would happen to the ocean if corals disappear?	1	1	1	0	0	0	0	0	
treccast	cast-145-1-5	generated	Llama-2-13b-hf	none	savvy	implications	What would be the implications of the disappearance of corals?	1	1	1	0	0	0	0	0	
treccast	cast-145-1-5	generated	Llama-2-13b-hf	none	savvy	reasons	What would happen to the ocean bottom if the corals disappear?	1	1	1	0	0	0	0	0	
treccast	cast-145-1-5	generated	Llama-2-13b-hf	nudged-questions	none	none	What will happen to the fish?	1	1	1	1	0	0	0	1	
treccast	cast-145-1-5	generated	Llama-2-13b-hf	treccast	none	none	How can I tell if they’re healthy?	1	1	1	1	0	0	0	1	
treccast	cast-145-1-5	generated	Llama-2-7b-hf	inquisitive	none	none	How would the marine biodiversity suffer huge losses?	1	0	1	1	0	0	0	1	
treccast	cast-145-1-5	generated	Llama-2-7b-hf	none	none	none	What will happen to the seaweed?	1	1	1	1	0	0	0	1	
treccast	cast-145-1-5	generated	Llama-2-7b-hf	nudged-questions	none	none	How many fish would be lost if the corals disappeared?	1	1	1	1	0	0	0	1	
treccast	cast-145-1-5	generated	Llama-2-7b-hf	treccast	none	none	How are the other ecosystems affected?	1	1	1	1	0	0	0	1	
treccast	cast-145-1-5	original	none	none	none	none	what is the impact on us?	1	1	1	1	0	0	0	1	
treccast	cast-145-2-3	generated	alpaca-7b	inquisitive	none	none	Why are these services so important to human communities?	1	1	1	1	0	0	1	1	
treccast	cast-145-2-3	generated	alpaca-7b	none	naive	implications	What are the potential strategies to reduce the impacts of degraded coral reefs on ecosystem services?	1	1	1	1	0	0	0	1	
treccast	cast-145-2-3	generated	alpaca-7b	none	naive	reasons	Are there any benefits from pharmaceutical compounds found in coral reefs?	1	1	1	1	0	0	0	1	
treccast	cast-145-2-3	generated	alpaca-7b	none	none	none	What are the consequences of coral bleaching on tourism and fishing related activities?	1	1	1	1	0	0	0	1	
treccast	cast-145-2-3	generated	alpaca-7b	none	savvy	implications	What impacts does coral bleaching have on fishing communities?	1	1	1	1	0	0	0	1	
treccast	cast-145-2-3	generated	alpaca-7b	none	savvy	reasons	What are the consequences of coral bleaching?	1	1	1	1	0	0	0	1	
treccast	cast-145-2-3	generated	alpaca-7b	nudged-questions	none	none	How does coral bleaching affect food supply and economic activities?	1	1	1	0	0	0	0	0	
treccast	cast-145-2-3	generated	alpaca-7b	treccast	none	none	How long does the process take?	0	0	0	0	0	0	0	0	
treccast	cast-145-2-3	generated	gpt-4	none	naive	implications	How does a degraded reef become less productive?	1	1	1	1	0	0	0	1	
treccast	cast-145-2-3	generated	gpt-4	none	naive	reasons	How do large shifts in fish communities affect food supply and associated economic activities?	1	1	1	1	0	0	0	1	
treccast	cast-145-2-3	generated	gpt-4	none	none	none	How would the reduction of tourist activity because of coral bleaching affect the livelihoods of local communities?	1	1	1	1	0	0	0	1	
treccast	cast-145-2-3	generated	gpt-4	none	none	none	How would the reduction of tourist activity because of coral bleaching affect the livelihoods of local communities?	1	1	1	1	0	0	0	1	
treccast	cast-145-2-3	generated	gpt-4	none	none	none	How would the reduction of tourist activity because of coral bleaching affect the livelihoods of local communities?	1	1	1	1	0	0	0	1	
treccast	cast-145-2-3	generated	gpt-4	none	savvy	implications	What kind of cultural values are tied to healthy coral reef ecosystems?	1	1	1	1	0	0	0	1	
treccast	cast-145-2-3	generated	gpt-4	none	savvy	reasons	How might religious sites and traditional uses of marine resources be affected by coral bleaching?	1	1	1	1	0	0	0	1	
treccast	cast-145-2-3	generated	Llama-2-13b-hf	inquisitive	naive	implications	What are the religious sites?	1	1	1	1	0	0	0	1	
treccast	cast-145-2-3	generated	Llama-2-13b-hf	inquisitive	naive	reasons	What are some examples of these compounds?	1	1	1	1	0	0	0	1	
treccast	cast-145-2-3	generated	Llama-2-13b-hf	inquisitive	none	none	What is coral bleaching?	1	1	1	1	0	0	0	1	
treccast	cast-145-2-3	generated	Llama-2-13b-hf	inquisitive	savvy	implications	What are the cultural values of these communities?	1	1	1	1	0	0	0	1	
treccast	cast-145-2-3	generated	Llama-2-13b-hf	inquisitive	savvy	reasons	What are the religious sites?	1	1	1	1	0	0	0	1	
treccast	cast-145-2-3	generated	Llama-2-13b-hf	none	naive	implications	What is the purpose of this passage?	0	1	0	0	0	0	0	0	
treccast	cast-145-2-3	generated	Llama-2-13b-hf	none	naive	reasons	What are the economic activities that are affected by coral bleaching?	1	1	1	1	0	0	0	1	
treccast	cast-145-2-3	generated	Llama-2-13b-hf	none	none	none	Q8: What is the main problem of coral reefs?	1	1	1	1	0	0	0	1	
treccast	cast-145-2-3	generated	Llama-2-13b-hf	none	savvy	implications	What is the importance of coral reefs to local human communities?	1	1	1	1	0	0	0	1	
treccast	cast-145-2-3	generated	Llama-2-13b-hf	none	savvy	reasons	Question: What are the cultural values that depend on coral reef ecosystems?	1	1	1	1	0	0	0	1	
treccast	cast-145-2-3	generated	Llama-2-13b-hf	nudged-questions	none	none	What are some of the features that underpin the aesthetic appeal of reefs?	1	1	1	0	0	0	0	0	
treccast	cast-145-2-3	generated	Llama-2-13b-hf	treccast	none	none	What else?	0	1	0	0	0	0	0	0	
treccast	cast-145-2-3	generated	Llama-2-7b-hf	inquisitive	none	none	What are the pharmaceutical compounds?	1	1	1	1	0	0	0	1	
treccast	cast-145-2-3	generated	Llama-2-7b-hf	none	none	none	What is the cultural value of coral reefs to tropical island communities?	1	1	1	1	0	0	0	1	
treccast	cast-145-2-3	generated	Llama-2-7b-hf	nudged-questions	none	none	What are the features that underpin the aesthetic appeal that is fundamental to reef tourism?	1	1	1	1	0	0	1	1	
treccast	cast-145-2-3	generated	Llama-2-7b-hf	treccast	none	none	What are the solutions?	1	1	1	1	0	0	0	1	
treccast	cast-145-2-3	original	none	none	none	none	How can we stop the bleaching?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-3	generated	alpaca-7b	inquisitive	none	none	What are bike packing bags?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-3	generated	alpaca-7b	none	naive	implications	How do the different bag types compare in terms of weight, size and features?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-3	generated	alpaca-7b	none	naive	reasons	Follow-up questions: What are the advantages of rack and pannier touring?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-3	generated	alpaca-7b	none	none	none	Follow-up questions: What are some of the advantages and disadvantages of rack and pannier touring compared to bike packing?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-3	generated	alpaca-7b	none	savvy	implications	What are the advantages and disadvantages of traditional rack and pannier touring?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-3	generated	alpaca-7b	none	savvy	reasons	What are the advantages and disadvantages of each style?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-3	generated	alpaca-7b	nudged-questions	none	none	Are bike packing bags more expensive than rack and pannier touring?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-3	generated	alpaca-7b	treccast	none	none	Can you show me a good example of each?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-3	generated	gpt-4	none	naive	implications	Is one style generally preferred over the other?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-3	generated	gpt-4	none	naive	reasons	Is there any specific gear required for these different setups?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-3	generated	gpt-4	none	none	none	How has bike travel evolved over the years?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-3	generated	gpt-4	none	none	none	How has bike travel evolved over the years?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-3	generated	gpt-4	none	none	none	How has bike travel evolved over the years?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-3	generated	gpt-4	none	savvy	implications	Are there specific brands known for their quality in gear for either of these bike travel setups?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-3	generated	gpt-4	none	savvy	reasons	Are these bags specifically designed for bike packing, or can any bag be utilized?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-3	generated	Llama-2-13b-hf	inquisitive	naive	implications	What is the difference between a rack and a pannier?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-3	generated	Llama-2-13b-hf	inquisitive	naive	reasons	What is the difference between the two?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-3	generated	Llama-2-13b-hf	inquisitive	none	none	What is a bike packing bag?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-3	generated	Llama-2-13b-hf	inquisitive	savvy	implications	What is the difference between the two styles?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-3	generated	Llama-2-13b-hf	inquisitive	savvy	reasons	What is bike packing?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-3	generated	Llama-2-13b-hf	none	naive	implications	What are the two distinct styles of bike travel?	1	1	1	0	0	0	0	0	
treccast	cast-146-1-3	generated	Llama-2-13b-hf	none	naive	reasons	What are the two distinct styles of bike travel?	1	1	1	0	0	0	0	0	
treccast	cast-146-1-3	generated	Llama-2-13b-hf	none	none	none	Question 1: What are the two styles of bike travel mentioned in the text?	1	1	1	0	0	0	0	0	
treccast	cast-146-1-3	generated	Llama-2-13b-hf	none	savvy	implications	What are the main inferences of the text?	0	1	0	0	0	0	0	0	
treccast	cast-146-1-3	generated	Llama-2-13b-hf	none	savvy	reasons	What is bike packing bags?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-3	generated	Llama-2-13b-hf	nudged-questions	none	none	What are the benefits of bike packing?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-3	generated	Llama-2-13b-hf	treccast	none	none	Can you compare the two?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-3	generated	Llama-2-7b-hf	inquisitive	none	none	What are the differences between traditional rack and pannier touring and bike packing?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-3	generated	Llama-2-7b-hf	none	none	none	What is bike touring?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-3	generated	Llama-2-7b-hf	nudged-questions	none	none	What is the difference between traditional rack and pannier touring and bike packing with bike packing bags?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-3	generated	Llama-2-7b-hf	treccast	none	none	Which one is better for flat terrain?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-3	original	none	none	none	none	What are those bags?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-5	generated	alpaca-7b	inquisitive	none	none	Why are they called bike packing bags?	1	1	1	0	0	0	1	0	
treccast	cast-146-1-5	generated	alpaca-7b	none	naive	implications	Are there any other accessories available to use with bikepacking bags?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-5	generated	alpaca-7b	none	naive	reasons	What are the different types of bikepacking bags?	1	1	1	0	0	0	0	0	
treccast	cast-146-1-5	generated	alpaca-7b	none	none	none	Are there any special features, such as internal organization or suspension, that are unique to bikepacking bags?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-5	generated	alpaca-7b	none	savvy	implications	How do you determine the amount of variation for bike packing bags?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-5	generated	alpaca-7b	none	savvy	reasons	Follow-up questions: What types of items can typically be stored in a bike packing bag?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-5	generated	alpaca-7b	nudged-questions	none	none	How much does bike packing cost?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-5	generated	alpaca-7b	treccast	none	none	What other gear do bikepackers use?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-5	generated	gpt-4	none	naive	implications	How do the different types and sizes of bikes influence the variation in bike packing bags?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-5	generated	gpt-4	none	naive	reasons	Could you tell me more about the frame bag and top tube bag for small items?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-5	generated	gpt-4	none	none	none	Can bikepacking bags be used on any type of bike or are they specific to certain models?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-5	generated	gpt-4	none	none	none	Can bikepacking bags be used on any type of bike or are they specific to certain models?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-5	generated	gpt-4	none	none	none	Can bikepacking bags be used on any type of bike or are they specific to certain models?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-5	generated	gpt-4	none	savvy	implications	Are there specific types of materials and designs recommended for bikepacking bags to withstand different weather conditions or road terrains?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-5	generated	gpt-4	none	savvy	reasons	What are the benefits of attaching bikepacking bags directly to the bike, rather than using a rack?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-5	generated	Llama-2-13b-hf	inquisitive	naive	implications	What is a feed bag?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-5	generated	Llama-2-13b-hf	inquisitive	naive	reasons	What is a top tube bag?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-5	generated	Llama-2-13b-hf	inquisitive	none	none	How many different types of bikepacking bags are there?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-5	generated	Llama-2-13b-hf	inquisitive	savvy	implications	What is a feed bag?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-5	generated	Llama-2-13b-hf	inquisitive	savvy	reasons	Why are there so many different types of bikes?	1	1	1	1	0	0	1	1	
treccast	cast-146-1-5	generated	Llama-2-13b-hf	none	naive	implications	What is the best way to attach a bike packing bag?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-5	generated	Llama-2-13b-hf	none	naive	reasons	What is the purpose of a saddle/seat bag?	1	1	1	1	0	0	1	1	
treccast	cast-146-1-5	generated	Llama-2-13b-hf	none	none	none	How do you attach bikepacking bags to your bike?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-5	generated	Llama-2-13b-hf	none	savvy	implications	What is a handlebar bag?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-5	generated	Llama-2-13b-hf	none	savvy	reasons	How many types of bikes are there?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-5	generated	Llama-2-13b-hf	nudged-questions	none	none	What are the different types of bags?	1	1	1	0	0	0	0	0	
treccast	cast-146-1-5	generated	Llama-2-13b-hf	treccast	none	none	Can I use a rack?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-5	generated	Llama-2-7b-hf	inquisitive	none	none	What are feed bags?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-5	generated	Llama-2-7b-hf	none	none	none	What is a bikepacking bag?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-5	generated	Llama-2-7b-hf	nudged-questions	none	none	What is the difference between a frame bag and a saddle bag?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-5	generated	Llama-2-7b-hf	treccast	none	none	What about a mountain bike?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-5	original	none	none	none	none	Can any bike be used for this?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-7	generated	alpaca-7b	inquisitive	none	none	What sort of upgrades are available for bike packing?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-7	generated	alpaca-7b	none	naive	implications	What types of bags can be mounted to the bike?	1	1	1	1	0	0	0	1	
treccast	cast-146-1-7	generated	alpaca-7b	none	naive	reasons	Follow-up questions: Are there any special types of bike racks available for bike packing?	1	1	1	1	0	0	0	1	
